logistic_region,origin_uuid,origin_name,origin_latitude,origin_longitude,Pedidos
ABC,66ddafa9-1bfc-4191-ab99-fbd2fd4c2f6e,CARREFOUR EXPRESS - PAINEIRAS,-23.648378,-46.538631,9
ABC,35b42c08-a75f-4c70-b22a-ee63e33ca850,DROGASIL - SAO CAETANO DO SUL 14 - 4061,-23.618689,-46.569183,9
ABC,879ad19a-c823-48d8-b76d-749042ae0c49,DROGARIA SAO PAULO- PRESTES MAIA 24HORAS,-23.705711,-46.549987,9
ABC,4a7934b9-0606-4533-846f-900d795d2653,DROGARIA SAO PAULO - SANTO ANDRE,-23.664811,-46.522543,8
ABC,f19b6db5-cb64-4ee8-bb58-3b773dc8edad,ULTRAFARMA - ALVARENGA,-23.698694,-46.647588,8
ABC,a4b0b9e6-3532-4de2-bb4c-ad4fe3d018bf,CARREFOUR EXPRESS - SHOPPING ABC,-23.667797,-46.533564,8
ABC,dff59593-9eab-4f6d-8630-b7174ce9dd1e,EXPRESS BY MARKET - SHOPPING METROPOLE,-23.692826,-46.550357,8
ABC,b581ecce-04a1-4b6d-bf8b-86db5e2a0247,DROGARIA COOP BANDEIRAS,-23.65351,-46.533449,8
ABC,38a42a5e-ac7e-491e-8d4b-934ecb7c6b37,MERCADO SORTE,-23.690992,-46.5466,8
ABC,95e0006c-3859-4b90-a5d8-a87c2a3455a9,ADEGA NAGUMO - S. ANDRE CENTRO,-23.668326,-46.519722,8
ABC,0d076e65-2a93-4fab-bffd-61feba12365a,EXTRA BEBIDAS S BERNARDO,-23.741808,-46.555312,8
ABC,58ba5505-94fd-40ca-8f24-5a867862302b,ROLDAO BEBIDAS SAO BERNARDO DO CAMPO,-23.67198,-46.577485,8
ABC,2c0f5dd3-554a-482c-b399-f5c07b32163f,DROGARIA SAO PAULO - TABOAOZINHO,-23.668012,-46.610403,8
ABC,17abda0d-9079-4890-93de-abf7c55bf8ee,CARREFOUR PET - SAO BERNARDO DEMARCHI,-23.727119,-46.552018,8
ABC,82329b1a-0ec2-4480-9af4-0eaf7ee8936b,PET MAIS RUDGE RAMOS,-23.65195,-46.575282,8
ABC,fb3f36f9-c1df-4676-90db-ea78f61d16d7,D’AVO FARMA SAO BERNARDO,-23.706987,-46.534373,7
ABC,9165ab3d-ac8c-46ed-920f-e12f384f732e,CARREFOUR PET - SANTO ANDRE,-23.663877,-46.510094,7
ABC,948bb18a-6b95-459a-aabd-e6cbb3ff6077,FARMA CONDE - 442,-23.668998,-46.588461,7
ABC,8191e8fb-0f52-4262-b205-46a38dba63b2,AMPM POSTO CENTRAL PARK (R. JURUBATUBA),-23.710819,-46.553199,7
ABC,61befbfb-5376-4544-abc1-31deada7e28d, MERCADO SACOLAO DO CAMPO II,-23.625744,-46.575192,7
ABC,7cd22e38-a685-4af0-8057-53ae4339f18d,ZEE NOW PEREIRA BARRETO,-23.692445,-46.548049,7
ABC,acfd51ad-e859-4d56-8af6-1bbdc0863c3f,POKE GARDEN - SANTO ANDRE,-23.641721,-46.55032,7
ABC,5c300447-2b1b-4981-b18a-61cd78662c28,DROGARIA SAO PAULO - AREA VERDE 24 HORAS,-23.723675,-46.574699,7
ABC,debfb220-4cd2-44de-bd6c-005892f8b9ac,DROGARIA SAO PAULO - KENNEDY II,-23.684854,-46.559273,7
ABC,c9a21c25-5345-4de2-9300-af70573f92d6,PETMAIS ALVARENGA,-23.692001,-46.661614,7
ABC,6e55340e-f426-4037-a769-3494215dc31c,DOM PETROPOLIS HORTIFRUTI,-23.706908,-46.536837,6
ABC,dccb7673-2069-4029-ae3e-7c176896d6f1,CARREFOUR PET - SAO CAETANO,-23.610346,-46.564571,6
ABC,7061d5bc-2c87-4069-a062-7e616a42b7ea,DROGARIA COOP - CAPUAVA,-23.640564,-46.499324,6
ABC,38a185ca-3eae-4c6f-b8ec-6020ad6471b7,MULTICOISAS  - BAIRRO JARDIM,-23.651703,-46.535351,6
ABC,bd981535-23f9-4f0f-a8bd-813188c54001,MINI MERCADO E PADARIA.,-23.735364,-46.578482,6
ABC,7a71fc7c-3a39-4a3d-afee-d0447548e14a,DROGASIL - SANTO ANDRE 19 - 4156,-23.666467,-46.489852,6
ABC,9f305628-a874-45e3-8c24-d2a2878986cf,DROGARIA COOP - ANTONIO AMAZONAS,-23.659173,-46.540443,6
ABC,9fa9afc2-441a-435c-bc8e-eed87bfb5e0c,FARMACIAS NISSEI - 166,-23.667598,-46.61012,6
ABC,e31e2dad-2b77-4e30-a530-d046f852bb45,DROGARIA SAO PAULO - ATLANTICA,-23.665986,-46.544059,6
ABC,1d56ee2c-c2dd-494c-bfb6-11f302c4d6e7,MERCADO SACOLAO DO CAMPO I,-23.62392,-46.554172,5
ABC,a7a72066-df38-4d8c-826f-0291bb42e3fc,DROGASIL - S CAETANO DO SUL 15 - 4633,-23.62682,-46.567937,5
ABC,c9ae96dd-4b18-44b8-8e63-efd37b00515c,JOANIN - LOJA 24 - SAO JOAO CLIMACO,-23.619318,-46.58497,5
ABC,105853a6-adbf-4768-957e-a664de4e721d,DROGARIA COOP - DIADEMA,-23.692591,-46.619787,5
ABC,0189171c-cab3-4aaf-b201-31d29a2f935c,DROGASIL - SANTO ANDRE 20 - 4188,-23.675964,-46.520421,5
ABC,b234988b-dde6-4644-8d50-3fe0c7f04d2e,DROGASIL - SAO BERNARDO CAMPO D - 4056,-23.654081,-46.572306,5
ABC,f113c7fd-9232-4900-943b-29511c75eb0c,ROLDAO BEBIDAS STO ANDRE II (JOAO RAMALH,-23.651366,-46.511171,5
ABC,88d68c1a-e4be-45b4-9ad2-a000dee6db6a,DROGARIA COOP - AFONSINA,-23.654012,-46.565657,5
ABC,0484126a-7d46-4757-b23e-6ab02cd8dcf0,DROGARIA SAO PAULO - JARDIM MIRIAM,-23.681187,-46.638822,5
ABC,9e25611f-3620-4776-97fa-3e861875206c,DROGARIA COOP - AVENIDA SAO PAULO,-23.666346,-46.490227,5
ABC,b1da46de-642e-4b43-8094-e08522b73215,PETZ SHOPPING GRAND PLAZA,-23.646779,-46.533865,5
ABC,bee0258f-a336-4ec8-96b0-5f5636408514,ADEGA DOS ATLETAS,-23.674847,-46.524022,5
ABC,d3cda5c0-c80c-4e9e-9e76-3486fb3450af,DROGARIA SAO PAULO - VILA LUZITA,-23.692161,-46.506354,4
ABC,196f1dea-13c7-4e25-8bf4-4f34e93d738f,DROGARIA COOP - LINO JARDIM,-23.662335,-46.538797,4
ABC,5c9ed786-1204-46f2-87c5-cb86c713f3bd,JOANIN - DROG. 01 - OSWALDO CRUZ,-23.628621,-46.567347,4
ABC,08721a39-46d1-4d39-a83e-305a0adabc8b,DROGARIA COOP - VILA LUZITA,-23.698259,-46.50641,4
ABC,0f99aef3-302b-46e0-aef2-f42ae8ff9c54,DROGALESTE JARDIM ADUTORA - 19,-23.614903,-46.50282,4
ABC,386a86aa-e546-4d5c-a333-fedf78c3cf71,DROGASIL - S BERNARDO CAMPO 22 - 4262,-23.710704,-46.552998,4
ABC,f9dab15f-07c9-4e05-86bd-971ccadc7d81,FARMACIAS PAGUE MENOS - 257,-23.701805,-46.551481,4
ABC,46862ab5-8473-46e0-9762-611dc167e024,ADEGA NAGUMO - SOLAR - STO ANDRE,-23.693627,-46.505282,4
ABC,0007313a-3e2e-4961-9e4e-e840b14a8ae7,DROGARIA SAO PAULO - DEMARCHI,-23.73874,-46.553741,4
ABC,2316e487-0b69-472d-a474-d21e235c3ae9,DROGARIA SAO PAULO - SANTO ANDRE II,-23.666265,-46.495406,4
ABC,b44082e0-9c13-4f36-b44c-fb0763448eed,DROGASIL - S BERNARDO CAMPO 24 - 4632,-23.69249,-46.560798,4
ABC,411d2e44-cf80-4215-abb3-90fea91539aa,DROGARIA SAO PAULO - ELDORADO DIADEMA,-23.717933,-46.623422,4
ABC,50ff62f8-29b3-4b0c-a4c1-48f9501ad572,PET SHOP C&G,-23.640019,-46.500752,4
ABC,dabc0a60-5d90-480e-906e-7892beb0934c,DROGASIL - SANTO ANDRE 22 - 4239,-23.644092,-46.504107,4
ABC,62c63185-a901-480f-8a14-7ab6016f91fc,PRO PHARMACOS - ASSUNCAO - SANTO ANDRE,-23.66713,-46.531467,4
ABC,d2468d74-b670-419f-925a-0d50209b24ed,NESPRESSO - SAO CAETANO,-23.625658,-46.580161,4
ABC,6fb947b7-5a0b-49f2-ac54-4f73257ad8ee,DROGARIA COOP - UTINGA,-23.619443,-46.53845,4
ABC,8721df08-70ee-4461-8cba-b3de07055b9c,CARREFOUR MARKET - SANTO ANDRE II,-23.66533,-46.526853,4
ABC,12491baa-903c-4a5b-aab8-88b8b84b7b30,ADEGA RS,-23.68971,-46.637302,4
ABC,b7a78b5b-0434-45a1-826d-69aae07a45ac,HORTIFRUTI SUPER DIA,-23.685902,-46.587632,4
ABC,7bd947d1-b3e4-4f53-bb06-c5301f5ceec1,DROGARIA COOP - MARTIM FRANCISCO,-23.626519,-46.518932,3
ABC,518817eb-8468-4e72-891b-9eeef04aa110,OBA BEBIDAS - SANTO ANDRE,-23.653867,-46.533109,3
ABC,88fbb58c-b36e-403e-9fa1-10e3285458d0,DROGARIA COOP - PARQUE DAS NACOES,-23.638834,-46.517235,3
ABC,35051d26-49b8-486d-8ceb-ad65d4185aaf,ZEE NOW SANTO ANDRE DOM PEDRO,-23.647752,-46.536993,3
ABC,6a475492-cd96-4870-b28c-6c8dd7aa2945,DROGARIA COOP - VIANAS,-23.702635,-46.537702,3
ABC,427042b0-6313-48db-8f1f-3bf0c7fb03c4,DROGARIA COOP - REGENTE FEIJO,-23.671427,-46.526582,3
ABC,351c895e-cce7-496b-8789-ebc805e0ba30,HORTIFRUTI PERIMETRAL,-23.665118,-46.517943,3
ABC,04626800-ce55-4b45-943c-92b29ccf0520,DROGARIA COOP - VISCONDE,-23.630542,-46.566369,3
ABC,bf482631-bf66-439c-9e68-a2adeab19513,FARMA CONDE - 420,-23.700542,-46.560224,3
ABC,49a4c48c-1061-4639-af4a-3d38f2f9aa93,ISLA CONVENIENCIA,-23.642332,-46.551031,3
ABC,08109522-934c-4eeb-ac0d-8722f3ab5f03,DROGARIA SAO PAULO - QUEIROS FILHO,-23.67165,-46.505,3
ABC,ca939d45-e364-4ebd-8055-766939a7238d,DROGASIL - DIADEMA 5 - 4222,-23.688846,-46.591108,3
ABC,4c8f1705-268d-459e-983e-c154c488a217,UAU MY DOG PETSHOP - SANTO ANDRE,-23.663093,-46.538895,3
ABC,4a81918b-8698-4167-97da-ca6102fd43e6,RESENHA BEBIDAS,-23.627077,-46.524482,3
ABC,83e7938a-ef5f-48ae-b572-2e17ec7f0964,FARMA LOUISE,-23.71841,-46.527573,3
ABC,21d08401-b055-4a24-b47e-06ce5e90fed1,DROGARIA COOP - QUEIROS FILHO,-23.670084,-46.506053,3
ABC,8e54747b-3065-42ba-b9ed-9663761cd958,DROGARIA SAO PAULO - SENADOR VERGUEIRO,-23.67053,-46.560148,3
ABC,17501426-483d-4f45-8ac2-03a9e92690ee,ZEE NOW AVENIDA GOIAS,-23.616112,-46.567683,3
ABC,d7c0bfd8-f153-4080-8b3b-2fcf3360c946,DROGASIL - CR SAO CAETANO - 1142,-23.610512,-46.565002,3
ABC,c7d4c607-f358-4064-b67b-f1f432800d01,FARMA CONDE 320,-23.701033,-46.518989,3
ABC,f53f379f-ce41-4c39-af5f-5c6fa33c175c,ZEE NOW -  CARREFOUR SAO CAETANO,-23.610227,-46.564543,3
ABC,65a56501-22b8-48a9-8e79-b07735cb61ab,PET SHOP ANIMAL SHOPPING,-23.634997,-46.503196,3
ABC,bedd5e0c-c019-4253-a497-477c32a6c635,CE DELIVERY BEBIDA GELADA A PRECO BAIXO,-23.710759,-46.553276,3
ABC,607920d2-8520-43d9-b582-e2978816ac66,BEBS - ABC  #BEBIDAS GELADAS EXPRESS#,-23.66083,-46.608324,2
ABC,09ef93d0-efa6-4533-b7c6-64b9026d2e30,DROGARIA COOP - PERIMETRAL,-23.664331,-46.523408,2
ABC,1161f932-5f2b-46f5-8967-96ded11dc781,PAO DE ACUCAR BEBIDAS - AV. PORTUGAL,-23.661567,-46.533306,2
ABC,10782817-82d1-42a3-94e6-f03034121796,DROGARIA COOP - JARDIM MILENA,-23.694021,-46.529779,2
ABC,865ff7be-9fbb-4dea-ac75-97d8438f5b0b,PAO DE ACUCAR BEBIDAS -  SANTO ANDRE,-23.652385,-46.536505,2
ABC,8982e1ed-d9c2-4f31-8e54-96c2539c5958,VILLAGE BEBIDAS,-23.682521,-46.640415,2
ABC,9a9e4a20-91d7-42ee-ac48-ded2ea19e139,DROGARIA SAO PAULO - PEDREIRA,-23.69331,-46.659425,2
ABC,b2db0437-756a-4cb1-a02b-599a42a621df,O BOTICARIO - SHOPPING PRACA DA MOCA,-23.692689,-46.623684,2
ABC,811d864d-2ff2-4887-bdb2-5c8609777611,DROGARIA COOP - GETULIO VARGAS,-23.692178,-46.543816,2
ABC,07e9cc70-4b9d-4319-acf0-0aae8f656c49,PRECOLANDIA ABC,-23.669151,-46.533919,2
ABC,a1ef63bd-3e59-40a0-92af-6e5463698f3f,ADEGA DOS PRIMOS,-23.703902,-46.605771,2
ABC,4140c15a-08f2-45f3-b60f-1c90ea5b34c0,DROGARIA SAO PAULO - JURUBATUBA,-23.710924,-46.553468,2
ABC,345ed6bb-1b0e-4f3d-95d2-1a5da4ae4e50,DROGARIA SAO PAULO - TABOAOZINHO II,-23.656487,-46.596144,2
ABC,d9aa25da-8f90-4017-8f6c-6e0718c0ba21,AMPM PETROGAL,-23.692578,-46.622499,2
ABC,c4df5a96-edc5-4a3f-a332-9ee798b00973,DROGARIA SAO PAULO - SAO CAETANO DO SUL,-23.619449,-46.569361,2
ABC,1e429a75-34dd-4915-8f10-1185e5045983,DROGARIA COOP - DOM PEDRO,-23.671201,-46.514532,2
ABC,ac67805d-e8c4-432f-a722-cb02a25ea177,DROGARIA SAO PAULO - PALMARES,-23.651211,-46.561331,2
ABC,96c79932-66c2-4179-9b0e-560bbeb351b1,ALFARMA - CAMILOPOLIS,-23.621377,-46.52788,2
ABC,d682f5dd-97ee-4765-a5f3-38eac31313ae,DROGASIL - S BERNARDO CAMPO 5 - 1840,-23.667516,-46.568053,2
ABC,9f5145b3-23d8-4628-a33b-4709c9a7c52c,ADEGA NAGUMO - CAMILOPOLIS,-23.620935,-46.528427,2
ABC,5ff48d02-3e1f-4758-a579-624814e6b603,DROGARIA COOP - KENNEDY,-23.618757,-46.556692,2
ABC,5828f26a-3638-4b11-85c8-46ca85bf23df,DROGARIA SAO PAULO - VILA LINDA,-23.684714,-46.521772,2
ABC,b777d1df-6e04-4bac-b2a9-73efd76bdc2c,ULTRAFARMA - UNIDADE VILA SAO JOSE,-23.676092,-46.583347,2
ABC,d619a5c2-8763-4c3d-84d5-b55aa72ba5fe,AMPM JARDIM IMPERADOR,-23.717145,-46.583799,2
ABC,393559dd-2eef-4b71-912d-89194cfcf459,DROGARIA COOP - CASTELO BRANCO,-23.713061,-46.586766,2
ABC,1f47cc1e-7393-4674-8be6-17ec3803d41c,DROGARIA E PERFUMARIA RIACHO GRANDE,-23.779453,-46.530561,2
ABC,189d2b63-70c2-4b0d-be6d-d470faeae3fc,DROGARIA COOP - ATLANTICA,-23.666325,-46.544481,2
ABC,9a96b802-c297-40e3-bcc3-c98e070d8686,PET MAIS TABOAO,-23.659361,-46.598605,2
ABC,8924ecf2-3476-423e-b861-1ff91b8733d3,DROGARIA COOP - PEREIRA BARRETO,-23.678105,-46.538206,2
ABC,1e34d350-d64c-40ae-9038-228afe53feda,PRIMICIA SUPERMERCADO,-23.621126,-46.508762,2
ABC,1c8adfbe-4b34-4c7d-b5cc-af638a2e1e49,DROGARIA SAO PAULO - GOIAS,-23.616638,-46.568141,2
ABC,cad2cc5c-4961-499e-9dab-20075df924c2,SUPRI PETS,-23.626782,-46.566628,2
ABC,3d00812b-240c-4cc6-aba6-373b2dc0bb06,VITORINO TABACARIA DRINKS E PETISCOS,-23.63196,-46.5781,2
ABC,9deb9aa3-9884-4b6d-ba63-04eb8b4f040c,O BOTICARIO - CARREFOUR DIADEMA,-23.684977,-46.632136,2
ABC,9b867dd8-a8b3-4c10-80d9-2995f83c9cb0,DROGARIA SAO PAULO - PARQUE NOVO ORATORIO,-23.634155,-46.501723,2
ABC,af963401-090c-4e55-b80b-ff159d525760,DROGARIA COOP - DEMARCHI,-23.738313,-46.553407,2
ABC,62d6c861-941e-456b-b18d-fcfb1dafcf2a,CARREFOUR EXPRESS - SENADOR FLAQUER,-23.66002,-46.526572,2
ABC,a1dd8f1a-d529-40ef-ac36-1d5cb1c0ab1b,DROGARIA COOP - AMAZONAS,-23.61786,-46.569258,2
ABC,9601c0c7-6a99-44fa-a12c-bb3d99eaeb3b,DROGARIA SAO PAULO - CAMPANARIO,-23.667602,-46.618756,2
ABC,1846affa-6229-4694-97d8-32227155c317,ULTRAFARMA DIADEMA - 82,-23.721171,-46.620049,2
ABC,7a3c2c77-1903-4eae-a7af-27da486b0d41,DROGARIA SAO PAULO - DIADEMA II,-23.692736,-46.623499,2
ABC,bfc0b4da-692c-4b3c-a67f-84fbb1abecc4,DROGARIA SAO PAULO - PEREIRA BARRETO,-23.68319,-46.546412,2
ABC,65da55ba-36b4-4e38-8cde-64a2002fddb3,DROGASIL - SANTO ANDRE 18 - 4125,-23.670214,-46.505538,2
ABC,00bc6d7b-ca32-46db-abff-5ca443f0773f,DROGARIA 2 IRMAOS,-23.750965,-46.598866,1
ABC,0a0d78d7-be8c-4d6c-862c-dd2860f54710,COOP - UTINGA,-23.619443,-46.53845,1
ABC,91922372-5124-4c03-b7a1-71122ffbb877,PAO DE ACUCAR BEBIDAS - R. JOAO MARTINEZ SOROCABA,-23.659259,-46.557154,1
ABC,2c4097c4-7f40-4d0c-adab-ca42da8e4ec8,CARREFOUR SHOPPING - SBC DEMARCHI,-23.727119,-46.552018,1
ABC,c0065554-c881-4192-b8d6-4da65724bd67,ADEGA EITA SEDE!,-23.703246,-46.562664,1
ABC,57cfeeef-80ed-4243-9f71-bbe9d031081c,O BOTICARIO - CARREFOUR SANTO ANDRE,-23.64625,-46.526795,1
ABC,8982e1ed-d9c2-4f31-8e54-96c2539c5958,VILLAGE ,-23.682544,-46.640404,1
ABC,9b388cd9-bbb1-4528-8688-1f38400a29f8,ADEGA RAINHA ESQUENTA,-23.647195,-46.518462,1
ABC,fb468f65-c1e9-4aa3-a7db-c8ca04b1209f,DROGASIL - S BERNARDO CAMPO 12 - 2705,-23.7172,-46.548825,1
ABC,f957764a-7894-4441-b6b1-d745d4b97769,DROGASIL - S BERNARDO CAMPO 9 - 2330,-23.723845,-46.573703,1
ABC,08265bae-3c4c-4c5d-8b00-a895202f03bc,DROGARIA SAO PAULO - PARQUE DAS NACOES,-23.637434,-46.517038,1
ABC,03409563-8988-4bbb-ad52-b86dc7e3ee93,DROGASIL - S CAETANO DO SUL 9 - 2891,-23.616738,-46.559396,1
ABC,57d98242-1a97-4d1e-89b8-5b94e28886da,COXINHA SHOW ABC,-23.67393,-46.53991,1
ABC,9452c520-bf71-4115-a0d0-c62b7fcff30a,DROGARIA COOP - HUMBERTO DE ALENCAR,-23.705678,-46.589233,1
ABC,0d626378-5318-41d5-b371-625025b1cdf5,DROGASIL - S BERNARDO CAMPO 23 - 4326,-23.684808,-46.54761,1
ABC,33fde338-8cff-4aa8-a9dc-2cabb1c77fc1,FARMA 100 - MARAJOARA - SANTO ANDRE,-23.668013,-46.488926,1
ABC,1f2c7fae-3cff-4393-b601-07e15fd9a7d6,DROGARIA SAO PAULO - JARDIM II,-23.652959,-46.532415,1
ABC,2666ae4c-5ceb-4e25-923b-3e4d5f352ca9,ADEGA REIS,-23.602511,-46.526341,1
ABC,dc74541d-0de8-4258-ac3a-ef2bd3f12fc8,DROGARIA CARREFOUR - DEMARCHI - 753,-23.727119,-46.552018,1
ABC,a3a89715-17cf-4346-8d07-f85015b383f1,ADEGA 3MC,-23.610125,-46.532411,1
ABC,f8840fd0-ff1c-4c19-8f7f-24df416886ee,O BOTICARIO GUILHERME MARCONI - VILA ASSUNCAO,-23.667507,-46.525092,1
ABC,2a5c3620-251a-4a7d-a88f-20e8de9a16d1,EMPORIO JACATUBA,-23.645487,-46.519214,1
ABC,81685189-b885-4fcc-81f8-b79c9f6af6eb,VINHO&PONTO - SCS,-23.622109,-46.562273,1
ABC,c772a07d-9b25-4181-9cd3-497f1ebd1046,LOJASMEL - DIADEMA,-23.687355,-46.626453,1
ABC,afe5e6f6-fc84-4b87-bace-5bb885854979,DROGASIL - SCS PRACA MAUA - 1697,-23.646802,-46.576085,1
ABC,35761a16-ff4d-46fb-b9ea-d155de827f13,BRUN'S ADEGA&TABACARIA,-23.709414,-46.531326,1
ABC,2c545c40-641c-4ac2-afc6-8cfaa978f2ae,ADEGA HL,-23.61997,-46.495784,1
ABC,98d629b6-e520-4940-adba-512f182c2950,DANNY COSMETICOS LJ 20,-23.69134,-46.62351,1
ABC,e0090c54-b25a-4032-ad69-5a0585f62026,ADEGA ARTESANAL,-23.647195,-46.518462,1
ABC,49f1f0af-5ef8-4727-bd15-545915c292ae,ADEGA MADRUGA,-23.704008,-46.58194,1
ABC,676e0797-37f4-4a0c-97ef-edb704d4512f,PRECOLANDIA GRAND PLAZA,-23.648204,-46.532522,1
ABC,7bd2525b-336c-471a-a8c4-1c36e4638b77,TABADEGA W&L,-23.74226,-46.606577,1
ABC,f892800b-1c79-4895-835d-d3715d643cf0,DROGARIA COOP - ANTONIO PIRANGA,-23.681843,-46.605543,1
ABC,52f40492-d65f-439e-9779-a57e951cfd8f,MERCADO DONA THEREZA,-23.620005,-46.557311,1
ABC,cd25652c-98c8-4e8d-8a22-2119861b7358,DROGARIA COOP - TIRADENTES,-23.719954,-46.541009,1
ABC,22bd5df0-b07c-4d1d-addb-7c26d8a94a3b,PBKIDS GOLDEN SQUARE SAO BERNARDO,-23.683756,-46.556629,1
ABC,622cc650-7b57-4045-845f-ba35087af792,FARMA CONDE 240,-23.714498,-46.531907,1
ABC,d7a829f3-7dff-4781-ab51-d90c714241e0,FARMA CONDE 401,-23.691018,-46.630434,1
ABC,3569000a-5d3a-4694-8eb8-566539b70194,DI MONI MOMENTOS - CESTAS & PRESENTES,-23.705876,-46.513128,1
ABC,6d408269-e37a-4c3b-bf19-4817b04a1da6,DROGARIA COOP - JOANA ANGELICA,-23.62892,-46.553074,1
ABC,628e7c91-183f-471f-900e-f7ca99fa19e8,ADEGA DO LIGEIRINHO,-23.613198,-46.493354,1
ABC,90ed8fa3-54eb-43d4-b166-d060e360138e,PRECOLANDIA - SAO BERNARDO PLAZA SHOPPING,-23.723222,-46.543195,1
ABC,0c228b68-657a-4b0e-b096-163175d112de,RI HAPPY ATRIUM SANTO ANDRE,-23.663731,-46.507507,1
ABC,38be0f7a-5cae-4ee7-9bb6-cfb6a863041e,HORTIFRUTI EMPORIO DAS FRUTAS ,-23.747817,-46.549724,1
ABC,d9acbf30-cdbd-4cb8-a99c-0b8014b09864,FARMA CONDE 303,-23.705676,-46.651781,1
ABC,61befbfb-5376-4544-abc1-31deada7e28d,MERCADO SACOLAO DO CAMPO II,-23.625744,-46.575192,1
ABC,83af21ee-1e16-40d3-af87-f747e55a8fdb,JOANIN - LOJA 17 - ORQUIDEAS,-23.750674,-46.598593,1
ABC,ed2bf8a2-cf98-4630-8634-003e1752967f,DAVIMED DROGARIA I,-23.659096,-46.598266,1
ABC,aff09c30-73c8-4a2e-bee9-0cc606dc2d11,DROGARIA SAO PAULO - GOIAS II,-23.6159,-46.572661,1
ABC,9282f9fb-0328-4220-924f-780d10d1e170,ACQUA COSM E UTILIDADES DOMES BRINQUEDOS,-23.691713,-46.61856,1
ABC,854902f6-c173-4e5c-a5d3-271138900ce9,MUNDO DO CABELEIREIRO - SHOPPING METROPOLE SBC,-23.692826,-46.550357,1
ABC,7801bbfa-1441-4020-a767-5c2f9ee404cf,DROGARIA SAO PAULO - CASA GRANDE,-23.708413,-46.595621,1
ABC,cc7837ea-f6bb-4086-af1a-906bc6ea38e5,DROGARIA EFARMA,-23.708307,-46.551093,1
ABC,14771c98-82e0-4430-8f74-8868a7fcb502,ADEGA IMPERIO,-23.622919,-46.484326,1
ABC,30593a71-55a4-44d7-a55e-dbbc0021f9e9,NOSSO DRINK - 2236106,-23.710819,-46.553199,1
ABC,1d059967-70ef-4eec-a8f1-23eaf7ce1689,COOP DROGARIA  - KENNEDY II,-23.629051,-46.556624,1
ABC,e595aa2f-f028-4f6f-8bf7-5dc30f646841,DROGARIA SAO PAULO - SAO BERNARDO III,-23.713149,-46.549981,1
ABC,5ffe146b-4846-49a7-9e0c-7451121f3775,DROGASIL - SANTO ANDRE - D - 4063,-23.646135,-46.513498,1
ABC,fef69056-aa3d-467d-ac5c-325f994cff8f,MORINGA D'AGUA,-23.620951,-46.566379,1
ABC,c90e3437-e06a-4c28-9e79-f7d8bea49bb6,LOJASMEL - SHOP PRACA DA MOCA,-23.691601,-46.623328,1
ABC,9db78bd3-bd11-49f3-8c73-abebb558b062,DROGARIA COOP - CAFE FILHO,-23.72832,-46.57422,1
ABC,42c87fdf-ddf2-4106-8945-5494d712b21a,DROGARIA SAO PAULO - PLANALTO,-23.694653,-46.568177,1
ABC,dcceefce-222a-4f2f-b124-b9763f3179b9,ADEGA DANTAS,-23.670314,-46.600604,1
ABC,9c457b1e-c31f-4048-9b72-3572458a4b10,KAFOFO ADEGA SAPOPEMBA,-23.613983,-46.497997,1
ABC,523c4e71-cb85-43fc-b1bb-30059fd24e13,MINEIRAO ABC,-23.631351,-46.561089,1
ABC,b3524045-6598-45c1-a430-5748634192b0,ROYAL ADEGA,-23.663969,-46.599629,1
ABC,c0e43f99-e2d8-4e9c-ab4b-27d6832c1bb1,DROGARIA SAO PAULO - BAIRRO ASSUNCAO,-23.721706,-46.567319,1
ABC,6c7e9b6d-33b0-4015-b637-379339bc330a,ZEE NOW SHOPPING GRAND PLAZA,-23.646779,-46.533865,1
ABC,5971ed32-367d-44b2-9a51-f9d4990e903b,PADARIA & MERCADINHO RODRIGUES,-23.694928,-46.657187,1
ABC,69b2ba29-e4cc-4026-9469-7280ef1856e6,ADEGA3K ACARAJE DA DONA GIL ,-23.70357,-46.629462,1
ABC,1f929a1d-eecb-41df-9788-2d800bd0c571,ADEGA ATLANTICA,-23.668844,-46.550928,1
ABC,0e3f63cb-f79b-4570-b6b3-2369fc225e48,CARIBE - ADEGA E CONVENIENCIA,-23.711832,-46.637321,1
ABC,d727f0b9-a66e-49b1-8688-426c62194b72,ULTRAFARMA - FERRAZOPOLIS,-23.72363,-46.536159,1
ABC,9b98532d-3e31-4956-a878-79b51f8a20cc, PET SHOP ANIMAL SHOPPING- CENTRO,-23.665509,-46.523051,1
ABC,afdf3c98-e6a2-48af-81a2-6c98b5da9080,DROGARIA COOP - DIJALMA DUTRA,-23.718565,-46.549039,1
ABC,f42db58c-25f4-4eaa-9f79-7a06f328787f,DROGARIA SAO PAULO - JARDIM,-23.650792,-46.535031,1
ABC,65592181-f6c7-4ea6-9c3b-889c0ba1be09,BAR DO BILL,-23.71372,-46.527,1
ABC,642d534c-b835-4f3e-b288-1efdf1a57237,DROGARIA SAO PAULO - JARDIM DO MAR,-23.692448,-46.556008,1
ABC,fd9fb334-4bc3-40db-bbb0-d7885b532609,DROGASIL - S BERNARDO CAMPO 7 - 2008,-23.73739,-46.553844,1
ABC,3a9c1401-da25-4ddc-9584-f44aa363c170,PROMOFARMA 67 - ALVARENGAS,-23.693411,-46.65744,1
ABC,8b8e5f3b-393f-4956-87fc-6c72f655eb7b,FARMAFER DROGARIA,-23.652157,-46.529128,1
